م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
1115,New Gold UNPREDICTABLE LADY GLENN PERRI 100ML,0,0,166٫75,0,340,0,300,0,250,0,220,0,2023/02/10,,,,,,,,,,,,,,,3700134404794,GLENN PERRI,0,,0,New Gold,UNPREDICTABLE LADY,100ML,,,103٫9,0,0,,1,نواقص,99999,,166٫75,,2023/02/11,,,,,,,,2023/02/10,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50٫96,166٫75,2021/09/14,,166٫75,لا,340,300,250,220,0
1116,New Gold VICTORIUS LIVELYPARIS GEPARLYS SPRAY250,0,0,49٫53,0,88,0,75,0,70,0,60,0,2024/01/31,,,,,,,,,,,,,,,3700066738646,GEPARLYS,0,,0,New Gold,VICTORIUS LIVELYPARIS,SPRAY250,F,,77٫67,0,0,,1,نواقص,99999,,48,,2023/10/12,,,,,,,,2023/07/02,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,43٫71,48,2022/02/11,,49٫53,لا,88,75,70,60,0
1117,New Gold WHATS UP IS FUNNY 50ML,0,0,44٫38,0,100,0,80,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,6223004021305,IS FUNNY,0,,0,New Gold,WHATS UP,50ML,,,125٫35,0,0,,1,نواقص,99999,,44٫5,,2023/10/12,,,,,,,,2022/12/12,,-1,,,,,رويال/ادره المخازن,,,,0,55٫63,44٫5,2022/02/09,,44٫38,لا,100,80,70,60,0
1118,New Gold XCHANGE KAREN LOW 100ML,0,0,80,0,160,0,140,0,120,0,100,0,2024/12/19,,,,,,,,,,,,,,,3700134401465,KAREN LOW,0,,0,New Gold,XCHANGE,100ML,,,100,0,0,,1,نواقص,99999,,80,,2023/10/12,,,,,,,,2023/03/11,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50,80,2021/09/14,,80,لا,160,140,120,100,0
1119,New Gold YES I AM THE KING SPRAY 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134410726,SPRAY,0,,0,New Gold,YES I AM THE KING,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2023/09/13,,,,,,,,2023/10/09,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
69,إجمالي -   New Gold,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nivea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nivea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Nivea ROLL ON,0,0,20,0,30,0,28,0,26,0,25,0,2024/01/31,,,,,,,,,,,,,,,4005808881918,,0,,0,Nivea,ROLL ON,,,,50,0,0,,1,نواقص,99999,,20,,2022/06/16,,,,,,,,2022/04/30,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,33٫33,20,2022/02/24,,20,لا,30,28,26,25,0
1121,Nivea سوفت مرطب 20 جم,0,0,8,0,13,0,12,0,11,0,10,0,2022/02/19,,,,,,,,,,,,,,,42300199,20 جم,0,,0,Nivea,سوفت مرطب,,,,62٫5,0,0,,1,نواقص,99999,,8,,2022/02/19,,,,,,,,2022/02/19,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,38٫46,8,2021/11/24,,8,لا,13,12,11,10,0
1122,Nivea كريم جليسوليد مرطب 125 جم,0,0,22,0,30,0,28,0,27,0,25,0,2024/01/31,,,,,,,,,,,,,,,6223002050055,,0,,0,Nivea,كريم جليسوليد مرطب 125 جم,,,,36٫36,0,0,,1,نواقص,99999,,22,,2022/06/16,,,,,,,,2022/01/24,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,26٫67,22,2022/02/24,,22,لا,30,28,27,25,0
1123,Nivea كريم مرطب سوفت 200 مل,0,0,0,0,47,0,45,0,43,0,40,0,,,,,,,,,,,,,,,,4005900008442,,0,,0,Nivea,كريم مرطب سوفت 200 مل,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,47,45,43,40,0
1124,Nivea كريم نبفيا 60 مل,0,0,18,0,23,0,22,0,21,0,20,0,2022/01/24,,,,,,,,,,,,,,,42164104,,0,,0,Nivea,كريم نبفيا 60 مل,,,,27٫78,0,0,,1,نواقص,99999,,18,,2022/01/28,,,,,,,,2022/01/24,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,21٫74,18,2021/11/24,,18,لا,23,22,21,20,0
1125,Nivea كريم نيفيل 30 جم,0,0,0,0,14,0,13,0,12,0,10,0,,,,,,,,,,,,,,,,42246800,,0,,0,Nivea,كريم نيفيل 30 جم,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,14,13,12,10,0
1126,Nivea نيفيا سوفت تفتيح بشره 50 جم,0,0,12٫5,0,17,0,15,0,14,0,13٫5,0,2024/01/31,,,,,,,,,,,,,,,42300168,50 جم,0,,0,Nivea,نيفيا سوفت تفتيح بشره,,,,36,0,0,,1,نواقص,99999,,12٫5,,2022/06/16,,,,,,,,2021/12/05,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,26٫47,12٫5,2021/11/24,,12٫5,لا,17,15,14,13٫5,0
7,إجمالي -   Nivea,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NIVEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIVEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,NIVEA BLACK & WHITE INVISIBLE,0,0,115,0,150,0,140,0,135,0,130,0,2024/10/01,,,,,,,,,,,,,,,4005900035653,INVISIBLE,0,,0,NIVEA,BLACK & WHITE,,,,30٫43,0,0,,1,نواقص,99999,,115,,2024/10/01,,,,,,,,2024/10/01,,-1,,,,,اسحق انور,,,,0,23٫33,115,2024/04/15,,115,لا,150,140,135,130,0
1128,NIVEA BLACK & WHITE SILKY SMOTH,0,0,115,0,150,0,140,0,135,0,130,0,2025/05/28,,,,,,,,,,,,,,,4005900540188,SILKY SMOTH,0,,0,NIVEA,BLACK & WHITE,,,,30٫43,0,0,,1,نواقص,99999,,115,,2024/10/19,,,,,,,,2025/05/28,,-1,,,,,اسحق انور,,,,0,23٫33,115,2024/04/15,,115,لا,150,140,135,130,0
1129,NIVEA BLACK WHITE ROLL-ON 48H,0,0,20,0,32,0,27,0,25,0,22,0,2021/12/02,,,,,,,,,,,,,,,4005900542571,ROLL-ON,0,,0,NIVEA,BLACK WHITE,48H,SILKY SMOOTH,,60,0,0,,1,---,99999,,20,,,,,,,,,,2021/12/02,,-1,,,,,رصيد اول المده,,,,0,37٫5,20,2021/08/29,,20,لا,32,27,25,22,0
1130,NIVEA BLACK WHITE INVISIBLE ROLL-ON 48H,0,0,20,0,32,0,27,0,25,0,22,0,2022/08/23,,,,,,,,,,,,,,,4005900188977,ROLL-ON,0,,0,NIVEA,BLACK WHITE INVISIBLE,48H,FRESH,,60,0,0,,1,---,99999,,20,,,,,,,,,,2022/01/06,,-1,,,,,رصيد اول المده,,,,0,37٫5,20,2021/08/29,,20,لا,32,27,25,22,0
1131,NIVEA DEEP BLACK CARBON ESPRESSO,0,0,115,0,150,0,140,0,135,0,130,0,2025/11/22,,,,,,,,,,,,,,,4005900640802,ESPRESSO,0,,0,NIVEA,DEEP BLACK CARBON,,,,30٫43,0,0,,1,نواقص,99999,,115,,2025/11/22,,,,,,,,2025/11/22,,-1,,,,,اسحق انور,,,,0,23٫33,115,2024/04/15,,115,لا,150,140,135,130,0
1132,NIVEA DRY COMFORT ROLL-ON 48H,0,0,20,0,32,0,27,0,25,0,22,0,2022/08/23,,,,,,,,,,,,,,,4005900554529,ROLL-ON,0,,0,NIVEA,DRY COMFORT,48H,,,60,0,0,,1,---,99999,,20,,,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,37٫5,20,2021/08/29,,20,لا,32,27,25,22,0
1133,NIVEA Dry Fresh Roll-on 48h,0,0,20,0,32,0,27,0,25,0,22,0,2022/01/02,,,,,,,,,,,,,,,4005900490124,Roll-on,0,,0,NIVEA,Dry Fresh,48h,,,60,0,0,,1,---,99999,,20,,,,,,,,,,2022/01/02,,-1,,,,,رصيد اول المده,,,,0,37٫5,20,2021/08/29,,20,لا,32,27,25,22,0
1134,NIVEA FRESH NATURAL ROLL-ON 48H,0,0,20,0,32,0,27,0,25,0,22,0,2021/12/11,,,,,,,,,,,,,,,4005900554437,ROLL-ON,0,,0,NIVEA,FRESH NATURAL,48H,,,60,0,0,,1,---,99999,,20,,,,,,,,,,2021/12/11,,-1,,,,,رصيد اول المده,,,,0,37٫5,20,2021/08/29,,20,لا,32,27,25,22,0
1135,NIVEA NATURAL FAIRNESS,0,0,115,0,150,0,140,0,135,0,130,0,2025/08/08,,,,,,,,,,,,,,,054001,,0,,0,NIVEA,NATURAL FAIRNESS,,,,30٫43,0,0,,1,نواقص,99999,,115,,2025/08/09,,,,,,,,2025/08/08,,-1,,,,,اسحق انور,,,,0,23٫33,115,2024/04/15,,115,لا,150,140,135,130,0
9,إجمالي -   NIVEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,OPAL HAIR CONDITIONING CREAM GARLIC,0,0,20٫48,0,40,0,35,0,30,0,25,0,2024/01/31,,,,,,,,,,,,,,,6223006662278,GARLIC,0,,0,OPAL,HAIR CONDITIONING CREAM,,,,95٫34,0,0,,1,---,99999,,20,,,,,,,,,,2022/06/30,,-1,,,,,معرض الوكيل للتجاره,,,,0,48٫81,20٫48,2022/03/23,,20٫48,لا,40,35,30,25,0
1137,OPAL HAIR CONDITIONING CREAM KERATIN,0,0,20٫48,0,40,0,35,0,30,0,25,0,2024/01/31,,,,,,,,,,,,,,,6223006662254,KERATIN,0,,0,OPAL,HAIR CONDITIONING CREAM,,,,95٫34,0,0,,1,---,99999,,20,,,,,,,,,,2022/08/01,,-1,,,,,معرض الوكيل للتجاره,,,,0,48٫81,20٫48,2022/03/23,,20٫48,لا,40,35,30,25,0
1138,OPAL HAIR CONDITIONING CREAM PROTEIN,0,0,20٫48,0,40,0,35,0,30,0,25,0,2022/05/29,,,,,,,,,,,,,,,6223006662261,PROTEIN,0,,0,OPAL,HAIR CONDITIONING CREAM,,,,95٫34,0,0,,1,---,99999,,20,,,,,,,,,,2022/05/29,,-1,,,,,معرض الوكيل للتجاره,,,,0,48٫81,20٫48,2022/03/23,,20٫48,لا,40,35,30,25,0
3,إجمالي -   OPAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORIFLAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIFLAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,ORIFLAME DARE TO SHINE 50 ML,0,0,110,0,175,0,150,0,140,0,135,0,2024/01/31,,,,,,,,,,,,,,,068002,50 ML,0,,0,ORIFLAME,DARE TO SHINE,,,,59٫09,0,0,,1,---,99999,,110,,,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,37٫14,110,2021/08/01,,110,لا,175,150,140,135,0
1140,ORIFLAME ROLL-ON DEODORANT,0,0,20,0,40,0,35,0,30,0,25,0,2024/01/31,,,,,,,,,,,,,,,068001,DEODORANT,0,,0,ORIFLAME,ROLL-ON,,,,100,0,0,,1,---,99999,,20,,,,,,,,,,2022/03/19,,-1,,,,,رصيد اول المده,,,,0,50,20,2021/08/29,,20,لا,40,35,30,25,0
2,إجمالي -   ORIFLAME,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORIGINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORIGINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,ORIGINAL AMAZING BILL BLASS GRAY,0,0,77٫5,0,120,0,100,0,90,0,80,0,2022/07/26,,,,,,,,,,,,,,,827669023573,BILL BLASS,0,,0,ORIGINAL,AMAZING,GRAY,HIM,,54٫84,0,0,,1,نواقص,99999,,70,,2022/07/29,,,,,,,,2022/07/26,,-1,,,,,رصيد اول المده,,,,0,35٫42,70,2021/08/01,,77٫5,لا,120,100,90,80,0
1142,ORIGINAL AMAZING BILL BLASS PINK,0,0,70,0,120,0,100,0,90,0,80,0,2022/08/19,,,,,,,,,,,,,,,827669023597,BILL BLASS,0,,0,ORIGINAL,AMAZING,PINK,,,71٫43,0,0,,1,نواقص,99999,,70,,2022/08/19,,,,,,,,2022/08/19,,-1,,,,,رويال/ادره المخازن,,,,0,41٫67,70,2022/02/09,,70,لا,120,100,90,80,0
1143,ORIGINAL AMAZING BILL BLASS WHITE,0,0,70,0,120,0,100,0,90,0,80,0,2022/08/19,,,,,,,,,,,,,,,827669023566,BILL BLASS,0,,0,ORIGINAL,AMAZING,WHITE,,,71٫43,0,0,,1,نواقص,99999,,70,,2022/08/19,,,,,,,,2022/08/19,,-1,,,,,رويال/ادره المخازن,,,,0,41٫67,70,2022/02/09,,70,لا,120,100,90,80,0
1144,ORIGINAL CHAIRMAN,0,0,124٫8,0,222,0,200,0,175,0,155,0,2024/12/19,,,,,,,,,,,,,,,3442151006000,,0,,0,ORIGINAL,CHAIRMAN,,,,77٫88,0,0,,1,نواقص,99999,,121,,2023/10/12,,,,,,,,2022/11/30,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫78,121,2021/09/14,,124٫8,لا,222,200,175,155,0
1145,ORIGINAL Cozy Season,0,0,200,0,360,0,340,0,320,0,300,0,2024/12/19,,,,,,,,,,,,,,,667557006284,,0,,0,ORIGINAL,Cozy Season,,,,80,0,0,,1,نواقص,99999,,200,,2023/10/12,,,,,,,,,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,200,2023/08/10,,200,لا,360,340,320,300,0
1146,ORIGINAL DAHLIA,0,0,60,0,110,0,105,0,100,0,95,0,2023/08/22,,,,,,,,,,,,,,,667553393432,,0,,0,ORIGINAL,DAHLIA,,,,83٫33,0,0,,1,نواقص,99999,,60,,2023/08/23,,,,,,,,2023/08/22,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,45٫45,60,2023/08/10,,60,لا,110,105,100,95,0
1147,ORIGINAL ELIXIR,0,0,100,0,400,0,350,0,300,0,250,0,2023/08/17,,,,,,,,,,,,,,,373610079804,,0,,0,ORIGINAL,ELIXIR,,,,300,0,0,,1,نواقص,99999,,100,,2023/08/18,,,,,,,,2023/08/17,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,75,100,2023/08/10,,100,لا,400,350,300,250,0
1148,ORIGINAL EXCITING 100ML,0,0,360,0,550,0,475,0,425,0,400,0,2023/11/30,,,,,,,,,,,,,,,3760060760708,100ML,0,,0,ORIGINAL,EXCITING,,,,52٫78,0,0,,1,نواقص,99999,,360,,2023/11/30,,,,,,,,2023/11/30,,-1,,,,,رصيد اول المده,,,,0,34٫55,360,2021/08/01,,360,لا,550,475,425,400,0
1149,ORIGINAL FEMFRESH GENTEL FORMULA,0,0,100,0,180,0,170,0,160,0,150,0,2023/12/28,,,,,,,,,,,,,,,5000167002126,GENTEL FORMULA,0,,0,ORIGINAL,FEMFRESH,,,,80,0,0,,1,نواقص,99999,,100,,2023/12/30,,,,,,,,2023/12/28,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,100,2023/08/10,,100,لا,180,170,160,150,0
1150,ORIGINAL FLAMINGO,0,0,70,0,110,0,105,0,100,0,95,0,2023/10/11,,,,,,,,,,,,,,,039009,,0,,0,ORIGINAL,FLAMINGO,,,,57٫14,0,0,,1,نواقص,99999,,70,,2023/10/11,,,,,,,,2023/10/11,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,36٫36,70,2023/08/10,,70,لا,110,105,100,95,0
1151,ORIGINAL GEPARLYS MY PRECIOUS,0,0,127٫7,0,280,0,240,0,225,0,200,0,2024/12/19,,,,,,,,,,,,,,,3700134410672,MY PRECIOUS,0,,0,ORIGINAL,GEPARLYS,,,,119٫26,0,0,,1,نواقص,99999,,122,,2023/12/25,,,,,,,,2023/12/25,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,54٫39,122,2022/02/11,,127٫7,لا,280,240,225,200,0
1152,ORIGINAL GEPARLYS UNPREDICTABLE IMPARFAIT,0,0,180,0,281,0,240,0,225,0,200,0,2023/12/24,,,,,,,,,,,,,,,3700134410849,UNPREDICTABLE,0,,0,ORIGINAL,GEPARLYS,IMPARFAIT,,,56٫11,0,0,,1,نواقص,99999,,180,,2023/12/24,,,,,,,,2023/12/24,,-1,,,,,رويال/ادره المخازن,,,,0,35٫94,180,2022/02/09,,180,لا,281,240,225,200,0
1153,ORIGINAL GEPARLYS XCHANGE UNLIMITED,0,0,113,0,192,0,165,0,150,0,135,0,2024/12/19,,,,,,,,,,,,,,,3700134405005,XCHANGE,0,,0,ORIGINAL,GEPARLYS,UNLIMITED,,,69٫91,0,0,,1,نواقص,99999,,113,,2023/01/09,,,,,,,,2023/01/09,,-1,,,,,رويال/ادره المخازن,,,,0,41٫15,113,2022/02/09,,113,لا,192,165,150,135,0
1154,ORIGINAL GEPARLYS YES IAM THE KING,0,0,290,0,445,0,400,0,350,0,325,0,2023/05/04,,,,,,,,,,,,,,,3700134409829,YES IAM THE KING,0,,0,ORIGINAL,GEPARLYS,,,,53٫45,0,0,,1,---,99999,,290,,,,,,,,,,2023/05/04,,-1,,,,,رصيد اول المده,,,,0,34٫83,290,2021/08/01,,290,لا,445,400,350,325,0
1155,ORIGINAL GEPARLYS YES IAM THE KING 200 ML,0,0,125,0,195,0,165,0,150,0,138,0,2023/06/18,,,,,,,,,,,,,,,3700134410979,YES IAM THE KING,0,,0,ORIGINAL,GEPARLYS,200 ML,,,56,0,0,,1,نواقص,99999,,125,,2023/06/18,,,,,,,,2023/06/18,,-1,,,,,رويال/ادره المخازن,,,,0,35٫9,125,2022/02/09,,125,لا,195,165,150,138,0
1156,ORIGINAL GEPARLYS YES IAM THE KING LE PARFUME,0,0,315,0,445,0,400,0,350,0,325,0,2024/12/19,,,,,,,,,,,,,,,3700134410542,YES IAM THE KING,0,,0,ORIGINAL,GEPARLYS,LE PARFUME,100 ML,,41٫27,0,0,,1,---,99999,,315,,,,,,,,,,2022/10/13,,-1,,,,,رويال/ادره المخازن,,,,0,29٫21,315,2022/02/09,,315,لا,445,400,350,325,0
1157,ORIGINAL Glycolic-bright L'oreal,0,0,150,0,285,0,250,0,220,0,200,0,2024/02/21,,,,,,,,,,,,,,,3600524051037,L'oreal,0,,0,ORIGINAL,Glycolic-bright,,,,90,0,0,,1,نواقص,99999,,150,,2024/02/21,,,,,,,,2024/02/21,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,47٫37,150,2023/08/10,,150,لا,285,250,220,200,0
1158,ORIGINAL Ivory Cashmere,0,0,200,0,360,0,345,0,330,0,300,0,2023/08/17,,,,,,,,,,,,,,,667556797343,,0,,0,ORIGINAL,Ivory Cashmere,,,,80,0,0,,1,نواقص,99999,,200,,2023/08/18,,,,,,,,2023/08/17,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,200,2023/08/10,,200,لا,360,345,330,300,0
1159,ORIGINAL LIVELY 1780ML,0,0,167٫5,0,275,0,250,0,225,0,190,0,2022/01/24,,,,,,,,,,,,,,,697051001348,1780ML,0,,0,ORIGINAL,LIVELY,,,,64٫18,0,0,,1,نواقص,99999,,170,,2022/01/26,,,,,,,,2022/01/24,,-1,,,,,رصيد اول المده,,,,0,39٫09,170,2021/08/01,,167٫5,لا,275,250,225,190,0
1160,ORIGINAL LIVELY PARIS CANADA GEPARLYS SPRAY250,0,0,49٫88,0,88,0,75,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,3700066713254,GEPARLYS,0,,0,ORIGINAL,LIVELY PARIS CANADA,SPRAY250,F,,76٫43,0,0,,1,نواقص,99999,,48,,2023/10/12,,,,,,,,2023/08/24,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,43٫32,48,2022/02/11,,49٫88,لا,88,75,70,60,0
1161,ORIGINAL NERO CARRERA DEODORANT,0,0,50,0,70,0,65,0,60,0,55,0,2024/12/19,,,,,,,,,,,,,,,8276690207124,CARRERA,0,,0,ORIGINAL,NERO,DEODORANT,M,,40,0,0,,1,نواقص,99999,,50,,2021/07/14,,,,,,,,2022/05/01,,-1,,,,,رويال/ادره المخازن,,,,0,28٫57,50,2022/02/09,,50,لا,70,65,60,55,0
1162,ORIGINAL NISSAN OUDY,0,0,114,0,230,0,200,0,175,0,140,0,2024/12/19,,,,,,,,,,,,,,,8585030071142,OUDY,0,,0,ORIGINAL,NISSAN,,,,101٫75,0,0,,1,نواقص,99999,,110,,2023/05/24,,,,,,,,2023/08/19,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50٫43,110,2021/09/14,,114,لا,230,200,175,140,0
1163,ORIGINAL ONE MAND SHOW OND EDITION 100ML,0,0,425٫5,0,620,0,580,0,550,0,500,0,2024/12/19,,,,,,,,,,,,,,,3355991004757,100ML,0,,0,ORIGINAL,ONE MAND SHOW OND EDITION,,,,45٫71,0,0,,1,نواقص,99999,,413٫25,,2022/06/18,,,,,,,,,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,31٫37,413٫25,2021/09/14,,425٫5,لا,620,580,550,500,0
1164,ORIGINAL OUD ASHWOOD,0,0,140,0,215,0,185,0,165,0,150,0,2023/03/09,,,,,,,,,,,,,,,3401013009177,,0,,0,ORIGINAL,OUD ASHWOOD,,,,53٫57,0,0,,1,نواقص,99999,,140,,2023/03/11,,,,,,,,2023/03/09,,-1,,,,,رويال/ادره المخازن,,,,0,34٫88,140,2022/02/09,,140,لا,215,185,165,150,0
1165,ORIGINAL PINK CHIFFON BODY WORKS,0,0,60,0,110,0,105,0,100,0,95,0,2023/09/07,,,,,,,,,,,,,,,667532627572,BODY WORKS,0,,0,ORIGINAL,PINK CHIFFON,,,,83٫33,0,0,,1,نواقص,99999,,60,,2023/09/05,,,,,,,,2023/09/07,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,45٫45,60,2023/08/10,,60,لا,110,105,100,95,0
1166,ORIGINAL PUMPKIN LATTE,0,0,200,0,300,0,285,0,270,0,250,0,2024/12/19,,,,,,,,,,,,,,,667556683165,,0,,0,ORIGINAL,PUMPKIN LATTE,,,,50,0,0,,1,نواقص,99999,,200,,2023/11/02,,,,,,,,,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,33٫33,200,2023/08/10,,200,لا,300,285,270,250,0
1167,ORIGINAL REYAN TRADITION ONE NIGHT IN PARIS GEPARLYS SPRAY250,0,0,52٫08,0,88,0,75,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,3700066738622,GEPARLYS,0,,0,ORIGINAL,REYAN TRADITION ONE NIGHT IN PARIS,SPRAY250,M,,68٫98,0,0,,1,نواقص,99999,,52,,2023/10/12,,,,,,,,2022/12/04,,-1,,,,,رويال/ادره المخازن,,,,0,40٫82,52,2022/02/09,,52٫08,لا,88,75,70,60,0
1168,ORIGINAL SPEED CARRERA DEODORANT SPRAY,0,0,29٫55,0,70,0,65,0,60,0,55,0,2024/12/19,,,,,,,,,,,,,,,8276690129143,CARRERA,0,,0,ORIGINAL,SPEED,DEODORANT SPRAY,M,,136٫92,0,0,,1,نواقص,99999,,22٫5,,2023/10/23,,,,,,,,2024/06/08,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,57٫79,22٫5,2022/02/11,,29٫55,لا,70,65,60,55,0
1169,ORIGINAL SPORT CARRERA DEODORANT SPRAY,0,0,28٫98,0,70,0,65,0,60,0,55,0,2024/12/19,,,,,,,,,,,,,,,8276690137131,CARRERA,0,,0,ORIGINAL,SPORT,DEODORANT SPRAY,M,,141٫58,0,0,,1,نواقص,99999,,22٫5,,2023/11/04,,,,,,,,2023/11/04,,-1,,,,,رويال/ادره المخازن,,,,0,58٫61,22٫5,2022/02/11,,28٫98,لا,70,65,60,55,0
